text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.719904958998086,None,space,0.892226448020665,16.719904958998086,None,,,,,,,0,002,2022_Jan_26_1325,learn_exp,2021.2.3,None,
,,,,,,17.64345785600017,None,space,0.5972327050112654,17.64345785600017,None,0,002,2022_Jan_26_1325,learn_exp,2021.2.3,None,
