text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.8561068130075,None,space,4.06606562199886,10.8561068130075,None,0,001,2022_Jan_25_1854,learn_exp,2021.2.3,None,
