text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.01885504697566,None,space,2.992625095997937,11.01885504697566,None,0,001,2022_Jan_25_1851,learn_exp,2021.2.3,None,
