text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.624592437990941,None,space,2.4548782329948153,10.624592437990941,None,0,001,2022_Jan_25_1853,learn_exp,2021.2.3,None,
