text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.299237584986258,None,space,1.950087639997946,15.299237584986258,None,,,,,,,711,001,2022_Jan_26_1233,learn_exp,2021.2.3,None,
,,,,,,17.2728930900048,None,space,2.046877593995305,17.2728930900048,None,711,001,2022_Jan_26_1233,learn_exp,2021.2.3,None,
